,יום מכירה,כתובת,גוש חלקה - תת חלקה,סוג נכס,חדרים,קומה,"מ""ר",סכום,מגמת שינוי
545,09.12.2021,יהודה לייב 32,3929-716-9,דירה בבית קומות,4,שלישית,85.91,"1,735,000",178% ב 17.1 שנים
546,15.10.2004,יהודה לייב 32,3929-716-9,דירה בבית קומות,4,שלישית,85.91,"624,000",178% ב 17.1 שנים
547,09.12.2021,הגלים 8,6823-183-9,דירה בבית קומות,4,שלישית,96.55,"2,235,000",25% ב 4.8 שנים
548,22.02.2017,הגלים 8,6823-183-9,דירה בבית קומות,4,שלישית,96.55,"1,785,000",25% ב 4.8 שנים
549,09.12.2021,החלמונית 5,5036-194-31,דירה בבית קומות,4,חמישית ושישית,101,"1,045,000",NaN
550,08.12.2021,האחים סמילצ'נסקי 13,3926-408-4,דירה בבית קומות,4,חמישית,104,"3,400,000",NaN
551,08.12.2021,NaN,3629-323-88,דירה בבית קומות,4,תשיעית,108,"2,696,000",NaN
552,08.12.2021,NaN,3925-740-92,דירה בבית קומות,4,קומה ‎8‏,94.70,"1,800,000",-9% ב 6 שנים
553,06.11.2015,NaN,3925-740-92,דירה בבית קומות,4,קומה ‎8‏,94.70,"1,985,000",-9% ב 6 שנים
554,08.12.2021,נגבה 28,5389-4-31,דירה בבית קומות,4,שמינית,80,"1,900,000",24% ב 5.9 שנים
555,21.01.2016,נגבה 28,5389-4-31,דירה בבית קומות,4,שמינית,80,"1,525,000",24% ב 5.9 שנים
556,03.04.2011,נגבה 28,5389-4-31,דירה בבית קומות,4,שמינית,80,"1,270,000",24% ב 5.9 שנים
557,08.12.2021,האחד עשר 25,6286-269-10,דירה בבית קומות,4,שניה,105.30,"2,100,000",11% ב 3.2 שנים
558,17.09.2018,האחד עשר 25,6286-269-10,דירה בבית קומות,4,שניה,105.30,"1,880,000",11% ב 3.2 שנים
559,30.12.1998,האחד עשר 25,6286-269-10,דירה בבית קומות,4,שניה,105.30,"760,000",11% ב 3.2 שנים
560,08.12.2021,העוגב 6,5182-10-26,דירה בבית קומות,4,קרקע,101,"3,050,000",NaN
561,07.12.2021,המרגנית 18,5036-54-31,דירה בבית קומות,4,שמינית,76.70,"1,750,000",37% ב 5.9 שנים
562,12.01.2016,המרגנית 18,5036-54-31,דירה בבית קומות,4,שמינית,76.70,"1,270,000",37% ב 5.9 שנים
563,04.05.2003,המרגנית 18,5036-54-31,דירה בבית קומות,4,שמינית,76.70,"650,000",37% ב 5.9 שנים
564,07.12.2021,קפלנסקי 28,3926-675-6,דירה בבית קומות,4,שניה,109,"2,200,000",26% ב 4.9 שנים
565,16.01.2017,קפלנסקי 28,3926-675-6,דירה בבית קומות,4,שניה,109,"1,740,000",26% ב 4.9 שנים
566,15.10.2013,קפלנסקי 28,3926-675-6,דירה בבית קומות,4,שניה,109,"1,970,000",26% ב 4.9 שנים
567,15.06.2010,קפלנסקי 28,3926-675-6,דירה בבית קומות,4,שניה,109,"900,000",26% ב 4.9 שנים
568,07.12.2021,סולד 10,3928-437-2,דירה בבית קומות,4,ראשונה,91.50,"2,060,000",181% ב 17 שנים
569,15.12.2004,סולד 10,3928-437-2,דירה בבית קומות,4,ראשונה,91.50,"731,000",181% ב 17 שנים
570,06.12.2021,NaN,3629-323-87,דירה בבית קומות,4,אחת עשרה,108,"2,751,000",NaN
571,06.12.2021,גינוסר 31,5387-4-13,דירה בבית קומות,4,שניה,90.54,"732,000",-15% ב 18.5 שנים
572,15.06.2003,גינוסר 31,5387-4-13,דירה בבית קומות,4,שניה,90.54,"866,000",-15% ב 18.5 שנים
573,06.12.2021,האורגן 1,5182-8-13,דירה בבית קומות,4,שלישית,93.30,"2,380,000",31% ב 4.8 שנים
574,12.02.2017,האורגן 1,5182-8-13,דירה בבית קומות,4,שלישית,93.30,"1,805,000",31% ב 4.8 שנים
575,08.05.2014,האורגן 1,5182-8-13,דירה בבית קומות,4,שלישית,93.30,"1,400,000",31% ב 4.8 שנים
576,06.12.2021,שפינוזה 20,3928-613-6,דירה בבית קומות,4,ראשונה,69.50,"1,595,000",NaN
577,06.12.2021,אלקלעי 12,3930-73-18,דירה בבית קומות,4,שישית,85.14,"1,760,000",108% ב 13.4 שנים
578,20.07.2008,אלקלעי 12,3930-73-18,דירה בבית קומות,4,שישית,85.14,"845,000",108% ב 13.4 שנים
579,06.12.2021,הרב גורן 3,5116-27-32,דירה בבית קומות,4,שמינית,95.66,"2,490,000",39% ב 6 שנים
580,20.12.2015,הרב גורן 3,5116-27-32,דירה בבית קומות,4,שמינית,95.66,"1,780,000",39% ב 6 שנים
581,06.12.2021,האורגן 3,5182-8-28,דירה בבית קומות,4,ראשונה,92,"2,100,000",29% ב 7.7 שנים
582,13.03.2014,האורגן 3,5182-8-28,דירה בבית קומות,4,ראשונה,92,"1,625,000",29% ב 7.7 שנים
583,12.08.2007,האורגן 3,5182-8-28,דירה בבית קומות,4,ראשונה,92,"987,000",29% ב 7.7 שנים
584,06.12.2021,יהודה הלוי 45,3929-1032-55,דירה בבית קומות,4,שלישית,110.85,"2,200,000",NaN
585,05.12.2021,עין דור 2,6286-316-42,דירה בבית קומות,4,שניה,95,"2,365,000",NaN
586,05.12.2021,שינקין 4,3928-640-8,דירה בבית קומות,4,שלישית,74.03,"1,620,000",150% ב 23 שנים
587,04.11.1998,שינקין 4,3928-640-8,דירה בבית קומות,4,שלישית,74.03,"647,000",150% ב 23 שנים
588,05.12.2021,ברנדיס 3,3929-1094-10,דירה בבית קומות,4,שלישית,101.63,"1,750,000",141% ב 12.1 שנים
589,21.10.2009,ברנדיס 3,3929-1094-10,דירה בבית קומות,4,שלישית,101.63,"724,000",141% ב 12.1 שנים
590,03.12.2021,אריאב חיים 10,7281-10-3,דירה בבית קומות,4,ראשונה,72,"1,720,000",NaN
591,03.12.2021,שפינוזה 15,3928-443-4,דירה בבית קומות,4,שניה,81.74,"1,815,000",120% ב 18.8 שנים
592,03.02.2003,שפינוזה 15,3928-443-4,דירה בבית קומות,4,שניה,81.74,"822,000",120% ב 18.8 שנים
593,02.12.2021,היקינטון 5,5036-94-39,דירה בבית קומות,4,רביעית,95.60,"2,060,000",193% ב 17 שנים
594,17.11.2004,היקינטון 5,5036-94-39,דירה בבית קומות,4,רביעית,95.60,"702,000",193% ב 17 שנים
595,02.12.2021,ראובן ובת שבע 7,3939-297-1,דירה בבית קומות,4,ראשונה,86,"1,765,000",78% ב 8.9 שנים
596,02.01.2013,ראובן ובת שבע 7,3939-297-1,דירה בבית קומות,4,ראשונה,86,"987,000",78% ב 8.9 שנים
597,12.03.2008,ראובן ובת שבע 7,3939-297-1,דירה בבית קומות,4,ראשונה,86,"650,000",78% ב 8.9 שנים
598,02.12.2021,אבן חן 2,4746-32-101,דירה בבית קומות,4,שביעית,99,"2,500,000",28% ב 6.8 שנים
599,17.02.2015,אבן חן 2,4746-32-101,דירה בבית קומות,4,שביעית,99,"1,950,000",28% ב 6.8 שנים
600,15.02.2011,אבן חן 2,4746-32-101,דירה בבית קומות,4,שביעית,99,"2,000,000",28% ב 6.8 שנים
601,23.04.2009,אבן חן 2,4746-32-101,דירה בבית קומות,4,שביעית,99,"1,340,000",28% ב 6.8 שנים
602,01.12.2021,שוחט מניה 11,3926-705-21,דירה בבית קומות,4,רביעית,82,"1,830,000",NaN
603,01.12.2021,פנינה ומשה 2,3939-306-15,דירה בבית קומות,4,רביעית,81.50,"1,300,000",NaN
604,01.12.2021,התזמורת 56,5183-35-35,דירה בבית קומות,4,שלישית,100.48,"2,420,000",59% ב 11.4 שנים
605,15.07.2010,התזמורת 56,5183-35-35,דירה בבית קומות,4,שלישית,100.48,"1,520,000",59% ב 11.4 שנים
606,01.12.2021,גיסין 12,3928-749-9,דירה בבית קומות,4,שלישית,85.99,"1,670,000",172% ב 17 שנים
607,29.11.2004,גיסין 12,3928-749-9,דירה בבית קומות,4,שלישית,85.99,"612,000",172% ב 17 שנים
608,01.12.2021,האורגן 6,5182-4-1,דירת גן,4,קרקע,91.60,"2,600,000",115% ב 19.4 שנים
609,11.07.2002,האורגן 6,5182-4-1,דירת גן,4,קרקע,91.60,"1,207,000",115% ב 19.4 שנים
610,30.11.2021,היצהר 3,5038-11-10,דירה בבית קומות,4,חמישית,96,"2,120,000",NaN
611,30.11.2021,פופל מרדכי 12,3939-285-25,דירה בבית קומות,4,שביעית,97.20,"1,898,000",41% ב 1.8 שנים
612,16.01.2020,פופל מרדכי 12,3939-285-25,דירה בבית קומות,4,שביעית,97.20,"1,340,000",41% ב 1.8 שנים
613,30.11.2021,השומר 6,3930-390-11,דירה בבית קומות,4,שלישית,88.78,"1,800,000",177% ב 21.7 שנים
614,25.02.2000,השומר 6,3930-390-11,דירה בבית קומות,4,שלישית,88.78,"648,000",177% ב 21.7 שנים
615,30.11.2021,הרב נריה 8,5116-25-42,דירה בבית קומות,4,ראשונה,101.32,"2,575,000",25% ב 4 שנים
616,17.11.2017,הרב נריה 8,5116-25-42,דירה בבית קומות,4,ראשונה,101.32,"2,060,000",25% ב 4 שנים
617,30.11.2021,NaN,3946-491-36,דירה בבית קומות,4,שביעית,96,"2,720,000",NaN
618,30.11.2021,הרצל 41,3929-10-21,דירה בבית קומות,4,חמישית,85,"1,640,000",NaN
619,29.11.2021,יוחנן הסנדלר 8,3929-937-34,דירה בבית קומות,4,תשיעית,76.70,"2,130,000",46% ב 6.8 שנים
620,26.01.2015,יוחנן הסנדלר 8,3929-937-34,דירה בבית קומות,4,תשיעית,76.70,"1,455,000",46% ב 6.8 שנים
621,27.08.2010,יוחנן הסנדלר 8,3929-937-34,דירה בבית קומות,4,תשיעית,76.70,"1,130,000",46% ב 6.8 שנים
622,30.04.2004,יוחנן הסנדלר 8,3929-937-34,דירה בבית קומות,4,תשיעית,76.70,"718,000",46% ב 6.8 שנים
623,29.11.2021,פופל מרדכי 10,3939-286-16,דירה בבית קומות,4,רביעית,104,"1,800,000",87% ב 12.2 שנים
624,25.08.2009,פופל מרדכי 10,3939-286-16,דירה בבית קומות,4,רביעית,104,"960,000",87% ב 12.2 שנים
625,29.11.2021,עמנואלה בן יעקב 11,4247-604-2,דירה בבית קומות,4,קומה ‎0‏,127.55,"2,720,000",29% ב 3.7 שנים
626,26.02.2018,עמנואלה בן יעקב 11,4247-604-2,דירה בבית קומות,4,קומה ‎0‏,127.55,"2,100,000",29% ב 3.7 שנים
627,29.11.2021,דוידזון 6,3939-311-21,דירה בבית קומות,4,שישית,104.80,"1,790,000",80% ב 9.6 שנים
628,01.03.2012,דוידזון 6,3939-311-21,דירה בבית קומות,4,שישית,104.80,"990,000",80% ב 9.6 שנים
629,29.11.2021,הנחשול 36,5748-2-67,דירה בבית קומות,4,חמישית,92,"2,800,000",29% ב 3.5 שנים
630,15.05.2018,הנחשול 36,5748-2-67,דירה בבית קומות,4,חמישית,92,"2,170,000",29% ב 3.5 שנים
631,05.02.2013,הנחשול 36,5748-2-67,דירה בבית קומות,4,חמישית,92,"750,000",29% ב 3.5 שנים
632,29.11.2021,שניאור זלמן 9,7282-187-3,דירה בבית קומות,4,ראשונה,79,"1,800,000",12% ב 2.9 שנים
633,27.12.2018,שניאור זלמן 9,7282-187-3,דירה בבית קומות,4,ראשונה,79,"1,595,000",12% ב 2.9 שנים
634,28.11.2021,הסמדר 14,5038-3-21,דירה בבית קומות,4,חמישית,108.80,"2,385,000",50% ב 8.2 שנים
635,25.08.2013,הסמדר 14,5038-3-21,דירה בבית קומות,4,חמישית,108.80,"1,586,000",50% ב 8.2 שנים
636,28.11.2021,בן גוריון 52,3927-363-43,דירה בבית קומות,4,אחת עשרה,105.88,"2,620,000",31% ב 5.5 שנים
637,04.05.2016,בן גוריון 52,3927-363-43,דירה בבית קומות,4,אחת עשרה,105.88,"2,000,000",31% ב 5.5 שנים
638,26.11.2021,הגדוד העברי 47,3929-392-3,דירה בבית קומות,4,ראשונה,67.31,"1,570,000",NaN
639,26.11.2021,מזרחי משה 5,3930-441-17,דירה בבית קומות,4,חמישית,117,"2,140,000",NaN
640,26.11.2021,מזרחי משה 5,3930-441-17,דירה בבית קומות,4,חמישית,117,"2,140,000",NaN
641,26.11.2021,"בית""ר 13",3928-771-30,דירה בבית קומות,4,רביעית,85.59,"1,222,000",NaN
642,26.11.2021,"תרמ""ב 30",3928-273-69,דירה בבית קומות,4,שניה,100.78,"1,560,000",33% ב 8.8 שנים
643,20.01.2013,"תרמ""ב 30",3928-273-69,דירה בבית קומות,4,שניה,100.78,"1,170,000",33% ב 8.8 שנים
644,26.11.2021,אלירז שלמה 3,3930-131-486,דירה בבית קומות,4,אחת עשרה,109,"2,255,000",NaN
645,25.11.2021,בית הערבה 18,5387-80-12,דירה בבית קומות,4,ראשונה,80,"2,040,000",44% ב 6.8 שנים
646,01.01.2015,בית הערבה 18,5387-80-12,דירה בבית קומות,4,ראשונה,80,"1,415,000",44% ב 6.8 שנים
647,15.07.2009,בית הערבה 18,5387-80-12,דירה בבית קומות,4,ראשונה,80,"1,185,000",44% ב 6.8 שנים
648,10.01.2000,בית הערבה 18,5387-80-12,דירה בבית קומות,4,ראשונה,80,"779,000",44% ב 6.8 שנים
649,25.11.2021,דרור 25,3929-40-35,דירה בבית קומות,4,שביעית,83.61,"1,820,000",33% ב 6.5 שנים
650,13.05.2015,דרור 25,3929-40-35,דירה בבית קומות,4,שביעית,83.61,"1,365,000",33% ב 6.5 שנים
651,25.11.2021,אימבר 6,3945-610-15,דירה בבית קומות,4,שביעית,102,"2,200,000",NaN
652,25.11.2021,הרב גורן 10,5116-89-18,דירה בבית קומות,4,חמישית,77.80,"1,700,000",NaN
653,25.11.2021,הזהבית 20,5036-67-7,דירה בבית קומות,4,שניה,76.70,"1,910,000",37% ב 5.9 שנים
654,22.12.2015,הזהבית 20,5036-67-7,דירה בבית קומות,4,שניה,76.70,"1,390,000",37% ב 5.9 שנים
655,06.08.2009,הזהבית 20,5036-67-7,דירה בבית קומות,4,שניה,76.70,"925,000",37% ב 5.9 שנים
656,20.11.2002,הזהבית 20,5036-67-7,דירה בבית קומות,4,שניה,76.70,"627,000",37% ב 5.9 שנים
657,25.11.2021,רוטשילד 129,3923-293-20,דירה בבית קומות,4,חמישית,83,"1,675,000",NaN
658,24.11.2021,מאפו 3,3945-246-7,דירה בבית קומות,4,ראשונה,86,"2,142,000",NaN
659,24.11.2021,בית לחם 5,3930-115-7,דירה בבית קומות,4,שלישית,100,"1,775,000",4% ב 4.7 שנים
660,20.02.2017,בית לחם 5,3930-115-7,דירה בבית קומות,4,שלישית,100,"1,700,000",4% ב 4.7 שנים
661,26.05.2015,בית לחם 5,3930-115-7,דירה בבית קומות,4,שלישית,100,"1,495,000",4% ב 4.7 שנים
662,24.11.2021,בן זאב 1,3929-699-20,דירה בבית קומות,4,שישית,100,"2,140,000",NaN
663,24.11.2021,הורוביץ 10,3926-365-8,דירה בבית קומות,4,שלישית,84.01,"1,940,000",61% ב 10.4 שנים
664,05.06.2011,הורוביץ 10,3926-365-8,דירה בבית קומות,4,שלישית,84.01,"1,200,000",61% ב 10.4 שנים
665,24.11.2021,רוטשילד 46,3934-204-21,דירה בבית קומות,4,שניה,95.81,"1,440,000",13% ב 8.5 שנים
666,02.05.2013,רוטשילד 46,3934-204-21,דירה בבית קומות,4,שניה,95.81,"1,270,000",13% ב 8.5 שנים
667,30.05.2010,רוטשילד 46,3934-204-21,דירה בבית קומות,4,שניה,95.81,"950,000",13% ב 8.5 שנים
668,24.11.2021,"רמב""ם 43",3930-313-20,דירה בבית קומות,4,שביעית,110,"2,370,000",NaN
669,24.11.2021,יהודה 14,3932-65-7,דירה בבית קומות,4,שניה,80.91,"1,550,000",NaN
670,23.11.2021,הסמדר 4,5038-2-64,דירה בבית קומות,4,שניה,110.30,"2,350,000",137% ב 19.4 שנים
671,20.06.2002,הסמדר 4,5038-2-64,דירה בבית קומות,4,שניה,110.30,"991,000",137% ב 19.4 שנים
672,23.11.2021,התזמורת 26,5182-19-47,דירה בבית קומות,4,שישית,82,"2,460,000",24% ב 2.6 שנים
673,04.03.2019,התזמורת 26,5182-19-47,דירה בבית קומות,4,שישית,82,"1,980,000",24% ב 2.6 שנים
674,23.11.2021,ההתיישבות 51,6286-325-45,דירה בבית קומות,4,שניה,116.90,"2,514,000",89% ב 11.5 שנים
675,12.05.2010,ההתיישבות 51,6286-325-45,דירה בבית קומות,4,שניה,116.90,"1,325,000",89% ב 11.5 שנים
676,23.11.2021,NaN,3925-737-77,דירה בבית קומות,4,שישית,125,"2,834,000",NaN
677,23.11.2021,החלמונית 20,5036-65-59,דירה בבית קומות,4,רביעית,94.50,"1,700,000",21% ב 5.7 שנים
678,08.02.2016,החלמונית 20,5036-65-59,דירה בבית קומות,4,רביעית,94.50,"1,400,000",21% ב 5.7 שנים
679,16.08.2009,החלמונית 20,5036-65-59,דירה בבית קומות,4,רביעית,94.50,"1,075,000",21% ב 5.7 שנים
680,23.11.2021,קאפח 9,5114-35-126,דירה בבית קומות,4,עשירית,98.50,"2,400,000",46% ב 7.7 שנים
681,28.02.2014,קאפח 9,5114-35-126,דירה בבית קומות,4,עשירית,98.50,"1,635,000",46% ב 7.7 שנים
682,19.03.2000,קאפח 9,5114-35-126,דירה בבית קומות,4,עשירית,98.50,"793,000",46% ב 7.7 שנים
683,22.11.2021,ויתקין 8,3929-694-20,דירה בבית קומות,4,שביעית,120,"2,900,000",NaN
684,22.11.2021,"צ""ג בנות 32",3929-891-33,דירה בבית קומות,4,חמישית,91,"1,790,000",NaN
685,22.11.2021,יהודה הלוי 10,3932-169-5,דירה בבית קומות,4,שניה,102,"2,260,000",NaN
686,22.11.2021,היקינטון 5,5036-94-4,דירה בבית קומות,4,שניה,95.60,"954,000",38% ב 20.9 שנים
687,28.12.2000,היקינטון 5,5036-94-4,דירה בבית קומות,4,שניה,95.60,"691,000",38% ב 20.9 שנים
688,22.11.2021,השדה 7,3926-993-6,דירה בבית קומות,4,שלישית,107.76,"1,600,000",NaN
689,21.11.2021,האבות 18,3930-433-6,דירה בבית קומות,4,שניה,77.45,"1,670,000",29% ב 6.4 שנים
690,18.06.2015,האבות 18,3930-433-6,דירה בבית קומות,4,שניה,77.45,"1,285,000",29% ב 6.4 שנים
691,22.07.2002,האבות 18,3930-433-6,דירה בבית קומות,4,שניה,77.45,"644,000",29% ב 6.4 שנים
692,11.05.1999,האבות 18,3930-433-6,דירה בבית קומות,4,שניה,77.45,"644,000",29% ב 6.4 שנים
693,21.11.2021,רופין 4,3925-486-5,דירה בבית קומות,4,שניה,85.35,"1,475,000",NaN
694,21.11.2021,הפרדס הראשון 7,3945-832-11,דירה בבית קומות,4,שלישית,99.63,"2,270,000",54% ב 8.5 שנים
695,17.05.2013,הפרדס הראשון 7,3945-832-11,דירה בבית קומות,4,שלישית,99.63,"1,465,000",54% ב 8.5 שנים
696,14.11.2001,הפרדס הראשון 7,3945-832-11,דירה בבית קומות,4,שלישית,99.63,"820,000",54% ב 8.5 שנים
697,18.11.2021,קרן היסוד 6,3928-867-9,דירה בבית קומות,4,רביעית,122.50,"2,250,000",NaN
698,18.11.2021,הגלים 4,6823-184-30,דירה בבית קומות,4,שמינית,77.20,"1,600,000",NaN
699,18.11.2021,חיל האויר 5,2717-34-64,דירה בבית קומות,4,שש עשרה,96.25,"2,940,000",52% ב 10.9 שנים
700,27.12.2010,חיל האויר 5,2717-34-64,דירה בבית קומות,4,שש עשרה,96.25,"1,930,000",52% ב 10.9 שנים
701,18.11.2021,דוידזון 6,3939-311-7,דירה בבית קומות,4,שניה,104.40,"1,800,000",60% ב 9.7 שנים
702,04.02.2012,דוידזון 6,3939-311-7,דירה בבית קומות,4,שניה,104.40,"1,124,000",60% ב 9.7 שנים
703,18.11.2021,NaN,3925-737-76,דירה בבית קומות,4,שניה,129,"2,720,000",NaN
704,18.11.2021,משה בן נחמן 19,4247-578-23,דירה בבית קומות,4,ראשונה,88.32,"2,825,000",43% ב 6.4 שנים
705,22.06.2015,משה בן נחמן 19,4247-578-23,דירה בבית קומות,4,ראשונה,88.32,"1,965,000",43% ב 6.4 שנים
706,26.08.2007,משה בן נחמן 19,4247-578-23,דירה בבית קומות,4,ראשונה,88.32,"1,130,000",43% ב 6.4 שנים
707,11.11.2002,משה בן נחמן 19,4247-578-23,דירה בבית קומות,4,ראשונה,88.32,"2,337,000",43% ב 6.4 שנים
708,18.11.2021,בשארי סעדיה ויוסף 8,7374-130-43,דירה בבית קומות,4,שניה,103.02,"2,700,000",68% ב 9.3 שנים
709,30.07.2012,בשארי סעדיה ויוסף 8,7374-130-43,דירה בבית קומות,4,שניה,103.02,"1,604,000",68% ב 9.3 שנים
710,18.11.2021,תל חי 29,3928-660-12,דירה בבית קומות,4,שלישית,68.24,"1,785,000",NaN
711,18.11.2021,סניור 3,3933-180-15,דירה בבית קומות,4,רביעית,78.79,"1,860,000",37% ב 5.5 שנים
712,13.04.2016,סניור 3,3933-180-15,דירה בבית קומות,4,רביעית,78.79,"1,355,000",37% ב 5.5 שנים
713,18.11.2021,הגדוד העברי 7,3932-39-9,דירה בבית קומות,4,שלישית,78.67,"1,650,000",7% ב 2.4 שנים
714,02.06.2019,הגדוד העברי 7,3932-39-9,דירה בבית קומות,4,שלישית,78.67,"1,530,000",7% ב 2.4 שנים
715,18.08.2016,הגדוד העברי 7,3932-39-9,דירה בבית קומות,4,שלישית,78.67,"1,294,000",7% ב 2.4 שנים
716,09.08.2004,הגדוד העברי 7,3932-39-9,דירה בבית קומות,4,שלישית,78.67,"589,000",7% ב 2.4 שנים
717,18.11.2021,שרירא שמואל 7,6286-147-13,דירה בבית קומות,4,רביעית,80.24,"1,730,000",33% ב 1.5 שנים
718,14.05.2020,שרירא שמואל 7,6286-147-13,דירה בבית קומות,4,רביעית,80.24,"1,300,000",33% ב 1.5 שנים
719,22.07.2008,שרירא שמואל 7,6286-147-13,דירה בבית קומות,4,רביעית,80.24,"636,000",33% ב 1.5 שנים
720,08.08.2000,שרירא שמואל 7,6286-147-13,דירה בבית קומות,4,רביעית,80.24,"458,000",33% ב 1.5 שנים
721,17.11.2021,צלליכין 10,3926-483-22,דירה בבית קומות,4,קרקע,90,"2,330,000",NaN
722,17.11.2021,התזמורת 50,5183-36-39,דירה בבית קומות,4,רביעית,103.50,"2,400,000",NaN
723,17.11.2021,גיבשטיין יהושע 1,6288-100-27,דירה בבית קומות,4,שביעית,93,"2,000,000",50% ב 8.8 שנים
724,07.01.2013,גיבשטיין יהושע 1,6288-100-27,דירה בבית קומות,4,שביעית,93,"1,328,000",50% ב 8.8 שנים
725,17.11.2021,הירשפלד 2,3926-1365-14,דירה בבית קומות,4,ראשונה,72,"1,950,000",NaN
726,17.11.2021,שניאור זלמן 5,7282-185-41,דירה בבית קומות,4,שלישית,76.35,"1,500,000",NaN
727,17.11.2021,שפירא צבי הרמן 14,3928-254-7,דירה בבית קומות,4,רביעית,76.22,"1,620,000",186% ב 19.4 שנים
728,25.06.2002,שפירא צבי הרמן 14,3928-254-7,דירה בבית קומות,4,רביעית,76.22,"565,000",186% ב 19.4 שנים
729,16.11.2021,"הרשב""א 15",5115-25-17,דירה בבית קומות,4,רביעית,69.52,"1,955,000",NaN
730,16.11.2021,ירושלים 45,3930-333-42,דירה בבית קומות,4,רביעית,71,"1,515,000",185% ב 15.2 שנים
731,07.08.2006,ירושלים 45,3930-333-42,דירה בבית קומות,4,רביעית,71,"531,000",185% ב 15.2 שנים
732,16.11.2021,מעגל השלום 13,5096-5-60,דירה בבית קומות,4,חמישית,89,"2,550,000",NaN
733,16.11.2021,אימבר 6,3945-610-16,דירה בבית קומות,4,ראשונה,96,"2,260,000",NaN
734,16.11.2021,הגלים 10,6823-181-44,דירה בבית קומות,4,שניה,92.31,"2,100,000",7% ב 3.6 שנים
735,26.03.2018,הגלים 10,6823-181-44,דירה בבית קומות,4,שניה,92.31,"1,950,000",7% ב 3.6 שנים
736,21.01.2014,הגלים 10,6823-181-44,דירה בבית קומות,4,שניה,92.31,"1,470,000",7% ב 3.6 שנים
737,16.11.2021,תנועות הנוער 8,3939-433-12,דירה בבית קומות,4,שישית,82.15,"2,090,000",161% ב 14.6 שנים
738,15.03.2007,תנועות הנוער 8,3939-433-12,דירה בבית קומות,4,שישית,82.15,"800,000",161% ב 14.6 שנים
739,16.11.2021,NaN,3946-329-77,דירה בבית קומות,4,שביעית,95,"2,519,000",NaN
740,15.11.2021,מבצע נחשון 2,5384-48-2,דירה בבית קומות,4,ראשונה,88.30,"2,215,000",238% ב 23 שנים
741,11.10.1998,מבצע נחשון 2,5384-48-2,דירה בבית קומות,4,ראשונה,88.30,"655,000",238% ב 23 שנים
742,15.11.2021,ז'בוטינסקי 11,3926-874-8,דירה בבית קומות,4,שלישית,89,"1,740,000",NaN
743,15.11.2021,ההתיישבות 5,6286-398-38,דירה בבית קומות,4,שלישית,94.77,"2,400,000",85% ב 11.2 שנים
744,30.08.2010,ההתיישבות 5,6286-398-38,דירה בבית קומות,4,שלישית,94.77,"1,295,000",85% ב 11.2 שנים
745,15.11.2021,משה בן נחמן 8,4247-571-13,דירה בבית קומות,4,ראשונה,105,"2,080,000",NaN
746,15.11.2021,הצופים 1,3939-429-16,דירה בבית קומות,4,שמינית,80.80,"2,125,000",18% ב 5.5 שנים
747,09.05.2016,הצופים 1,3939-429-16,דירה בבית קומות,4,שמינית,80.80,"1,795,000",18% ב 5.5 שנים
748,27.03.2008,הצופים 1,3939-429-16,דירה בבית קומות,4,שמינית,80.80,"950,000",18% ב 5.5 שנים
749,15.11.2021,NaN,3946-329-67,NaN,4,שביעית,96,"2,519,888",NaN
750,14.11.2021,תנועות הנוער 9,3939-445-29,דירה בבית קומות,4,שמינית,105.01,"2,250,000",NaN
751,14.11.2021,שרירא שמואל 7,6286-147-2,דירה בבית קומות,4,ראשונה,82.15,"1,650,000",NaN
752,26.02.2008,שרירא שמואל 7,6286-147-2,דירה בבית קומות,4,ראשונה,82.15,"206,000",NaN
753,14.11.2021,רוטשילד 127,3923-315-24,דירה בבית קומות,4,שישית,83,"1,750,000",NaN
754,14.11.2021,דן 11,5387-38-11,דירה בבית קומות,4,ראשונה,91.46,"2,200,000",100% ב 10 שנים
755,10.10.2011,דן 11,5387-38-11,דירה בבית קומות,4,ראשונה,91.46,"1,100,000",100% ב 10 שנים
756,29.08.2006,דן 11,5387-38-11,דירה בבית קומות,4,ראשונה,91.46,"818,000",100% ב 10 שנים
757,14.11.2021,ירושלים 38,3937-49-5,דירה בבית קומות,4,שלישית,91.17,"1,880,000",NaN
758,12.11.2021,NaN,3629-323-85,דירה בבית קומות,4,שמינית,108,"2,743,000",NaN
759,12.11.2021,ליבין יוסף וריסיה 1,7374-103-16,דירה בבית קומות,4,חמישית,116.97,"2,550,000",71% ב 11.2 שנים
760,25.08.2010,ליבין יוסף וריסיה 1,7374-103-16,דירה בבית קומות,4,חמישית,116.97,"1,490,000",71% ב 11.2 שנים
761,11.11.2021,שיבת ציון 11,3937-54-15,דירה בבית קומות,4,שלישית,74.32,"1,500,000",155% ב 16.8 שנים
762,09.01.2005,שיבת ציון 11,3937-54-15,דירה בבית קומות,4,שלישית,74.32,"587,000",155% ב 16.8 שנים
763,11.11.2021,חיל הצנחנים 8,5037-37-54,דירה בבית קומות,4,ראשונה,83.30,"1,865,000",24% ב 7.8 שנים
764,28.01.2014,חיל הצנחנים 8,5037-37-54,דירה בבית קומות,4,ראשונה,83.30,"1,500,000",24% ב 7.8 שנים
765,03.06.2012,חיל הצנחנים 8,5037-37-54,דירה בבית קומות,4,ראשונה,83.30,"1,100,000",24% ב 7.8 שנים
766,06.06.2000,חיל הצנחנים 8,5037-37-54,דירה בבית קומות,4,ראשונה,83.30,"590,000",24% ב 7.8 שנים
